Id,Labels,Nurturing,Creative,Rational,Sensitive,Determined,Introspective
SH01297,[‘Nurturing’],1,0,0,0,0,0
SH01298,[‘Nurturing’],1,0,0,0,0,0
SH01299,[‘Nurturing’],1,0,0,0,0,0
SH01300,[‘Nurturing’],1,0,0,0,0,0
SH01301,[‘Nurturing’],1,0,0,0,0,0
SH01302,[‘Nurturing’],1,0,0,0,0,0
SH01303,[‘Nurturing’],1,0,0,0,0,0
SH01304,[‘Nurturing’],1,0,0,0,0,0
SH01305,[‘Nurturing’],1,0,0,0,0,0
SH01306,[‘Nurturing’],1,0,0,0,0,0
SH01307,[‘Nurturing’],1,0,0,0,0,0
SH01308,[‘Nurturing’],1,0,0,0,0,0
SH01309,[‘Nurturing’],1,0,0,0,0,0
SH01310,[‘Nurturing’],1,0,0,0,0,0
SH01311,[‘Nurturing’],1,0,0,0,0,0
SH01312,[‘Nurturing’],1,0,0,0,0,0
SH01313,[‘Nurturing’],1,0,0,0,0,0
SH01314,[‘Nurturing’],1,0,0,0,0,0
SH01315,[‘Nurturing’],1,0,0,0,0,0
SH01316,[‘Nurturing’],1,0,0,0,0,0
SH01317,[‘Nurturing’],1,0,0,0,0,0
SH01318,[‘Nurturing’],1,0,0,0,0,0
SH01319,[‘Nurturing’],1,0,0,0,0,0
SH01320,[‘Nurturing’],1,0,0,0,0,0
SH01321,[‘Nurturing’],1,0,0,0,0,0
SH01322,[‘Nurturing’],1,0,0,0,0,0
SH01323,[‘Nurturing’],1,0,0,0,0,0
SH01324,[‘Nurturing’],1,0,0,0,0,0
SH01325,[‘Nurturing’],1,0,0,0,0,0
SH01326,[‘Nurturing’],1,0,0,0,0,0
SH01327,[‘Nurturing’],1,0,0,0,0,0
SH01328,[‘Nurturing’],1,0,0,0,0,0
SH01329,[‘Nurturing’],1,0,0,0,0,0
SH01330,[‘Nurturing’],1,0,0,0,0,0
SH01331,[‘Nurturing’],1,0,0,0,0,0
SH01332,[‘Nurturing’],1,0,0,0,0,0
SH01333,[‘Nurturing’],1,0,0,0,0,0
SH01334,[‘Nurturing’],1,0,0,0,0,0
SH01335,[‘Nurturing’],1,0,0,0,0,0
SH01336,[‘Nurturing’],1,0,0,0,0,0
SH01337,[‘Nurturing’],1,0,0,0,0,0
SH01338,[‘Nurturing’],1,0,0,0,0,0
SH01339,[‘Nurturing’],1,0,0,0,0,0
SH01340,[‘Nurturing’],1,0,0,0,0,0
SH01341,[‘Nurturing’],1,0,0,0,0,0
SH01342,[‘Nurturing’],1,0,0,0,0,0
SH01343,[‘Nurturing’],1,0,0,0,0,0
SH01344,[‘Nurturing’],1,0,0,0,0,0
SH01345,[‘Nurturing’],1,0,0,0,0,0
SH01346,[‘Nurturing’],1,0,0,0,0,0
SH01347,[‘Nurturing’],1,0,0,0,0,0
SH01348,[‘Nurturing’],1,0,0,0,0,0
SH01349,[‘Nurturing’],1,0,0,0,0,0
SH01350,[‘Nurturing’],1,0,0,0,0,0
SH01351,[‘Nurturing’],1,0,0,0,0,0
SH01352,[‘Nurturing’],1,0,0,0,0,0
SH01353,[‘Nurturing’],1,0,0,0,0,0
SH01354,[‘Nurturing’],1,0,0,0,0,0
SH01355,[‘Nurturing’],1,0,0,0,0,0
SH01356,[‘Nurturing’],1,0,0,0,0,0
SH01357,[‘Nurturing’],1,0,0,0,0,0
SH01358,[‘Nurturing’],1,0,0,0,0,0
SH01359,[‘Nurturing’],1,0,0,0,0,0
SH01360,[‘Nurturing’],1,0,0,0,0,0
SH01361,[‘Nurturing’],1,0,0,0,0,0
SH01362,[‘Nurturing’],1,0,0,0,0,0
SH01363,[‘Nurturing’],1,0,0,0,0,0
SH01364,[‘Nurturing’],1,0,0,0,0,0
SH01365,[‘Nurturing’],1,0,0,0,0,0
SH01366,[‘Nurturing’],1,0,0,0,0,0
SH01367,[‘Nurturing’],1,0,0,0,0,0
SH01368,[‘Nurturing’],1,0,0,0,0,0
SH01369,[‘Nurturing’],1,0,0,0,0,0
SH01370,[‘Nurturing’],1,0,0,0,0,0
SH01371,[‘Nurturing’],1,0,0,0,0,0
SH01372,[‘Nurturing’],1,0,0,0,0,0
SH01373,[‘Nurturing’],1,0,0,0,0,0
SH01374,[‘Nurturing’],1,0,0,0,0,0
SH01375,[‘Nurturing’],1,0,0,0,0,0
SH01376,[‘Nurturing’],1,0,0,0,0,0
SH01377,[‘Nurturing’],1,0,0,0,0,0
SH01378,[‘Nurturing’],1,0,0,0,0,0
SH01379,[‘Nurturing’],1,0,0,0,0,0
SH01380,[‘Nurturing’],1,0,0,0,0,0
SH01381,[‘Nurturing’],1,0,0,0,0,0
SH01382,[‘Nurturing’],1,0,0,0,0,0
SH01383,[‘Nurturing’],1,0,0,0,0,0
SH01384,[‘Nurturing’],1,0,0,0,0,0
SH01385,[‘Nurturing’],1,0,0,0,0,0
SH01386,[‘Nurturing’],1,0,0,0,0,0
SH01387,[‘Nurturing’],1,0,0,0,0,0
SH01388,[‘Nurturing’],1,0,0,0,0,0
SH01389,[‘Nurturing’],1,0,0,0,0,0
SH01390,[‘Nurturing’],1,0,0,0,0,0
SH01391,[‘Nurturing’],1,0,0,0,0,0
SH01392,[‘Nurturing’],1,0,0,0,0,0
SH01393,[‘Nurturing’],1,0,0,0,0,0
SH01394,[‘Nurturing’],1,0,0,0,0,0
SH01395,[‘Nurturing’],1,0,0,0,0,0
SH01396,[‘Nurturing’],1,0,0,0,0,0
SH01397,[‘Nurturing’],1,0,0,0,0,0
SH01398,[‘Nurturing’],1,0,0,0,0,0
SH01399,[‘Nurturing’],1,0,0,0,0,0
SH01400,[‘Nurturing’],1,0,0,0,0,0
SH01401,[‘Nurturing’],1,0,0,0,0,0
SH01402,[‘Nurturing’],1,0,0,0,0,0
SH01403,[‘Nurturing’],1,0,0,0,0,0
SH01404,[‘Nurturing’],1,0,0,0,0,0
SH01405,[‘Nurturing’],1,0,0,0,0,0
SH01406,[‘Nurturing’],1,0,0,0,0,0
SH01407,[‘Nurturing’],1,0,0,0,0,0
SH01408,[‘Nurturing’],1,0,0,0,0,0
SH01409,[‘Nurturing’],1,0,0,0,0,0
SH01410,[‘Nurturing’],1,0,0,0,0,0
SH01411,[‘Nurturing’],1,0,0,0,0,0
SH01412,[‘Nurturing’],1,0,0,0,0,0
SH01413,[‘Nurturing’],1,0,0,0,0,0
SH01414,[‘Nurturing’],1,0,0,0,0,0
SH01415,[‘Nurturing’],1,0,0,0,0,0
SH01416,[‘Nurturing’],1,0,0,0,0,0
SH01417,[‘Nurturing’],1,0,0,0,0,0
SH01418,[‘Nurturing’],1,0,0,0,0,0
SH01419,[‘Nurturing’],1,0,0,0,0,0
SH01420,[‘Nurturing’],1,0,0,0,0,0
SH01421,[‘Nurturing’],1,0,0,0,0,0
SH01422,[‘Nurturing’],1,0,0,0,0,0
SH01423,[‘Nurturing’],1,0,0,0,0,0
SH01424,[‘Nurturing’],1,0,0,0,0,0
SH01425,[‘Nurturing’],1,0,0,0,0,0
SH01426,[‘Nurturing’],1,0,0,0,0,0
SH01427,[‘Nurturing’],1,0,0,0,0,0
SH01428,[‘Nurturing’],1,0,0,0,0,0
SH01429,[‘Nurturing’],1,0,0,0,0,0
SH01430,[‘Nurturing’],1,0,0,0,0,0
SH01431,[‘Nurturing’],1,0,0,0,0,0
SH01432,[‘Nurturing’],1,0,0,0,0,0
SH01433,[‘Nurturing’],1,0,0,0,0,0
SH01434,[‘Nurturing’],1,0,0,0,0,0
SH01435,[‘Nurturing’],1,0,0,0,0,0
SH01436,[‘Nurturing’],1,0,0,0,0,0
SH01437,[‘Nurturing’],1,0,0,0,0,0
SH01438,[‘Nurturing’],1,0,0,0,0,0
SH01439,[‘Nurturing’],1,0,0,0,0,0
SH01440,[‘Nurturing’],1,0,0,0,0,0
SH01441,[‘Nurturing’],1,0,0,0,0,0
SH01442,[‘Nurturing’],1,0,0,0,0,0
SH01443,[‘Nurturing’],1,0,0,0,0,0
SH01444,[‘Nurturing’],1,0,0,0,0,0
SH01445,[‘Nurturing’],1,0,0,0,0,0
SH01446,[‘Nurturing’],1,0,0,0,0,0
SH01447,[‘Nurturing’],1,0,0,0,0,0
SH01448,[‘Nurturing’],1,0,0,0,0,0
SH01449,[‘Nurturing’],1,0,0,0,0,0
SH01450,[‘Nurturing’],1,0,0,0,0,0
SH01451,[‘Nurturing’],1,0,0,0,0,0
SH01452,[‘Nurturing’],1,0,0,0,0,0
SH01453,[‘Nurturing’],1,0,0,0,0,0
SH01454,[‘Nurturing’],1,0,0,0,0,0
SH01455,[‘Nurturing’],1,0,0,0,0,0
SH01456,[‘Nurturing’],1,0,0,0,0,0
SH01457,[‘Nurturing’],1,0,0,0,0,0
SH01458,[‘Nurturing’],1,0,0,0,0,0
SH01459,[‘Nurturing’],1,0,0,0,0,0
SH01460,[‘Nurturing’],1,0,0,0,0,0
SH01461,[‘Nurturing’],1,0,0,0,0,0
SH01462,[‘Nurturing’],1,0,0,0,0,0
SH01463,[‘Nurturing’],1,0,0,0,0,0
SH01464,[‘Nurturing’],1,0,0,0,0,0
SH01465,[‘Nurturing’],1,0,0,0,0,0
SH01466,[‘Nurturing’],1,0,0,0,0,0
SH01467,[‘Nurturing’],1,0,0,0,0,0
SH01468,[‘Nurturing’],1,0,0,0,0,0
SH01469,[‘Nurturing’],1,0,0,0,0,0
SH01470,[‘Nurturing’],1,0,0,0,0,0
SH01471,[‘Nurturing’],1,0,0,0,0,0
SH01472,[‘Nurturing’],1,0,0,0,0,0
SH01473,[‘Nurturing’],1,0,0,0,0,0
SH01474,[‘Nurturing’],1,0,0,0,0,0
SH01475,[‘Nurturing’],1,0,0,0,0,0
SH01476,[‘Nurturing’],1,0,0,0,0,0
SH01477,[‘Nurturing’],1,0,0,0,0,0
SH01478,[‘Nurturing’],1,0,0,0,0,0
SH01479,[‘Nurturing’],1,0,0,0,0,0
SH01480,[‘Nurturing’],1,0,0,0,0,0
SH01481,[‘Nurturing’],1,0,0,0,0,0
SH01482,[‘Nurturing’],1,0,0,0,0,0
SH01483,[‘Nurturing’],1,0,0,0,0,0
SH01484,[‘Nurturing’],1,0,0,0,0,0
SH01485,[‘Nurturing’],1,0,0,0,0,0
SH01486,[‘Nurturing’],1,0,0,0,0,0
SH01487,[‘Nurturing’],1,0,0,0,0,0
SH01488,[‘Nurturing’],1,0,0,0,0,0
SH01489,[‘Nurturing’],1,0,0,0,0,0
SH01490,[‘Nurturing’],1,0,0,0,0,0
SH01491,[‘Nurturing’],1,0,0,0,0,0
SH01492,[‘Nurturing’],1,0,0,0,0,0
SH01493,[‘Nurturing’],1,0,0,0,0,0
SH01494,[‘Nurturing’],1,0,0,0,0,0
SH01495,[‘Nurturing’],1,0,0,0,0,0
SH01496,[‘Nurturing’],1,0,0,0,0,0
SH01497,[‘Nurturing’],1,0,0,0,0,0
SH01498,[‘Nurturing’],1,0,0,0,0,0
SH01499,[‘Nurturing’],1,0,0,0,0,0
SH01500,[‘Nurturing’],1,0,0,0,0,0
SH01501,[‘Nurturing’],1,0,0,0,0,0
SH01502,[‘Nurturing’],1,0,0,0,0,0
SH01503,[‘Nurturing’],1,0,0,0,0,0
SH01504,[‘Nurturing’],1,0,0,0,0,0
SH01505,[‘Nurturing’],1,0,0,0,0,0
SH01506,[‘Nurturing’],1,0,0,0,0,0
SH01507,[‘Nurturing’],1,0,0,0,0,0
SH01508,[‘Nurturing’],1,0,0,0,0,0
SH01509,[‘Nurturing’],1,0,0,0,0,0
SH01510,[‘Nurturing’],1,0,0,0,0,0
SH01511,[‘Nurturing’],1,0,0,0,0,0
SH01512,[‘Nurturing’],1,0,0,0,0,0
SH01513,[‘Nurturing’],1,0,0,0,0,0
SH01514,[‘Nurturing’],1,0,0,0,0,0
SH01515,[‘Nurturing’],1,0,0,0,0,0
SH01516,[‘Nurturing’],1,0,0,0,0,0
SH01517,[‘Nurturing’],1,0,0,0,0,0
SH01518,[‘Nurturing’],1,0,0,0,0,0
SH01519,[‘Nurturing’],1,0,0,0,0,0
SH01520,[‘Nurturing’],1,0,0,0,0,0
SH01521,[‘Nurturing’],1,0,0,0,0,0
SH01522,[‘Nurturing’],1,0,0,0,0,0
SH01523,[‘Nurturing’],1,0,0,0,0,0
SH01524,[‘Nurturing’],1,0,0,0,0,0
SH01525,[‘Nurturing’],1,0,0,0,0,0
SH01526,[‘Nurturing’],1,0,0,0,0,0
SH01527,[‘Nurturing’],1,0,0,0,0,0
SH01528,[‘Nurturing’],1,0,0,0,0,0
SH01529,[‘Nurturing’],1,0,0,0,0,0
SH01530,[‘Nurturing’],1,0,0,0,0,0
SH01531,[‘Nurturing’],1,0,0,0,0,0
SH01532,[‘Nurturing’],1,0,0,0,0,0
SH01533,[‘Nurturing’],1,0,0,0,0,0
SH01534,[‘Nurturing’],1,0,0,0,0,0
SH01535,[‘Nurturing’],1,0,0,0,0,0
SH01536,[‘Nurturing’],1,0,0,0,0,0
SH01537,[‘Nurturing’],1,0,0,0,0,0
SH01538,[‘Nurturing’],1,0,0,0,0,0
SH01539,[‘Nurturing’],1,0,0,0,0,0
SH01540,[‘Nurturing’],1,0,0,0,0,0
SH01541,[‘Nurturing’],1,0,0,0,0,0
SH01542,[‘Nurturing’],1,0,0,0,0,0
SH01543,[‘Nurturing’],1,0,0,0,0,0
SH01544,[‘Nurturing’],1,0,0,0,0,0
SH01545,[‘Nurturing’],1,0,0,0,0,0
SH01546,[‘Nurturing’],1,0,0,0,0,0
SH01547,[‘Nurturing’],1,0,0,0,0,0
SH01548,[‘Nurturing’],1,0,0,0,0,0
SH01549,[‘Nurturing’],1,0,0,0,0,0
SH01550,[‘Nurturing’],1,0,0,0,0,0
SH01551,[‘Nurturing’],1,0,0,0,0,0
SH01552,[‘Nurturing’],1,0,0,0,0,0
SH01553,[‘Nurturing’],1,0,0,0,0,0
SH01554,[‘Nurturing’],1,0,0,0,0,0
SH01555,[‘Nurturing’],1,0,0,0,0,0
SH01556,[‘Nurturing’],1,0,0,0,0,0
SH01557,[‘Nurturing’],1,0,0,0,0,0
SH01558,[‘Nurturing’],1,0,0,0,0,0
SH01559,[‘Nurturing’],1,0,0,0,0,0
SH01560,[‘Nurturing’],1,0,0,0,0,0
SH01561,[‘Nurturing’],1,0,0,0,0,0
SH01562,[‘Nurturing’],1,0,0,0,0,0
SH01563,[‘Nurturing’],1,0,0,0,0,0
SH01564,[‘Nurturing’],1,0,0,0,0,0
SH01565,[‘Nurturing’],1,0,0,0,0,0
SH01566,[‘Nurturing’],1,0,0,0,0,0
SH01567,[‘Nurturing’],1,0,0,0,0,0
SH01568,[‘Nurturing’],1,0,0,0,0,0
SH01569,[‘Nurturing’],1,0,0,0,0,0
SH01570,[‘Nurturing’],1,0,0,0,0,0
SH01571,[‘Nurturing’],1,0,0,0,0,0
SH01572,[‘Nurturing’],1,0,0,0,0,0
SH01573,[‘Nurturing’],1,0,0,0,0,0
SH01574,[‘Nurturing’],1,0,0,0,0,0
SH01575,[‘Nurturing’],1,0,0,0,0,0
SH01576,[‘Nurturing’],1,0,0,0,0,0
SH01577,[‘Nurturing’],1,0,0,0,0,0
SH01578,[‘Nurturing’],1,0,0,0,0,0
SH01579,[‘Nurturing’],1,0,0,0,0,0
SH01580,[‘Nurturing’],1,0,0,0,0,0
SH01581,[‘Nurturing’],1,0,0,0,0,0
SH01582,[‘Nurturing’],1,0,0,0,0,0
SH01583,[‘Nurturing’],1,0,0,0,0,0
SH01584,[‘Nurturing’],1,0,0,0,0,0
SH01585,[‘Nurturing’],1,0,0,0,0,0
SH01586,[‘Nurturing’],1,0,0,0,0,0
SH01587,[‘Nurturing’],1,0,0,0,0,0
SH01588,[‘Nurturing’],1,0,0,0,0,0
SH01589,[‘Nurturing’],1,0,0,0,0,0
SH01590,[‘Nurturing’],1,0,0,0,0,0
SH01591,[‘Nurturing’],1,0,0,0,0,0
SH01592,[‘Nurturing’],1,0,0,0,0,0
SH01593,[‘Nurturing’],1,0,0,0,0,0
SH01594,[‘Nurturing’],1,0,0,0,0,0
SH01595,[‘Nurturing’],1,0,0,0,0,0
SH01596,[‘Nurturing’],1,0,0,0,0,0
SH01597,[‘Nurturing’],1,0,0,0,0,0
SH01598,[‘Nurturing’],1,0,0,0,0,0
SH01599,[‘Nurturing’],1,0,0,0,0,0
SH01600,[‘Nurturing’],1,0,0,0,0,0
SH01601,[‘Nurturing’],1,0,0,0,0,0
SH01602,[‘Nurturing’],1,0,0,0,0,0
SH01603,[‘Nurturing’],1,0,0,0,0,0
SH01604,[‘Nurturing’],1,0,0,0,0,0
SH01605,[‘Nurturing’],1,0,0,0,0,0
SH01606,[‘Nurturing’],1,0,0,0,0,0
SH01607,[‘Nurturing’],1,0,0,0,0,0
SH01608,[‘Nurturing’],1,0,0,0,0,0
SH01609,[‘Nurturing’],1,0,0,0,0,0
SH01610,[‘Nurturing’],1,0,0,0,0,0
SH01611,[‘Nurturing’],1,0,0,0,0,0
SH01612,[‘Nurturing’],1,0,0,0,0,0
SH01613,[‘Nurturing’],1,0,0,0,0,0
SH01614,[‘Nurturing’],1,0,0,0,0,0
SH01615,[‘Nurturing’],1,0,0,0,0,0
SH01616,[‘Nurturing’],1,0,0,0,0,0
SH01617,[‘Nurturing’],1,0,0,0,0,0
SH01618,[‘Nurturing’],1,0,0,0,0,0
SH01619,[‘Nurturing’],1,0,0,0,0,0
SH01620,[‘Nurturing’],1,0,0,0,0,0
SH01621,[‘Nurturing’],1,0,0,0,0,0
SH01622,[‘Nurturing’],1,0,0,0,0,0
SH01623,[‘Nurturing’],1,0,0,0,0,0
SH01624,[‘Nurturing’],1,0,0,0,0,0
SH01625,[‘Nurturing’],1,0,0,0,0,0
SH01626,[‘Nurturing’],1,0,0,0,0,0
SH01627,[‘Nurturing’],1,0,0,0,0,0
SH01628,[‘Nurturing’],1,0,0,0,0,0
SH01629,[‘Nurturing’],1,0,0,0,0,0
SH01630,[‘Nurturing’],1,0,0,0,0,0
SH01631,[‘Nurturing’],1,0,0,0,0,0
SH01632,[‘Nurturing’],1,0,0,0,0,0
SH01633,[‘Nurturing’],1,0,0,0,0,0
SH01634,[‘Nurturing’],1,0,0,0,0,0
SH01635,[‘Nurturing’],1,0,0,0,0,0
SH01636,[‘Nurturing’],1,0,0,0,0,0
SH01637,[‘Nurturing’],1,0,0,0,0,0
SH01638,[‘Nurturing’],1,0,0,0,0,0
SH01639,[‘Nurturing’],1,0,0,0,0,0
SH01640,[‘Nurturing’],1,0,0,0,0,0
SH01641,[‘Nurturing’],1,0,0,0,0,0
SH01642,[‘Nurturing’],1,0,0,0,0,0
SH01643,[‘Nurturing’],1,0,0,0,0,0
SH01644,[‘Nurturing’],1,0,0,0,0,0
SH01645,[‘Nurturing’],1,0,0,0,0,0
SH01646,[‘Nurturing’],1,0,0,0,0,0
SH01647,[‘Nurturing’],1,0,0,0,0,0
SH01648,[‘Nurturing’],1,0,0,0,0,0
SH01649,[‘Nurturing’],1,0,0,0,0,0
SH01650,[‘Nurturing’],1,0,0,0,0,0
SH01651,[‘Nurturing’],1,0,0,0,0,0
SH01652,[‘Nurturing’],1,0,0,0,0,0
SH01653,[‘Nurturing’],1,0,0,0,0,0
SH01654,[‘Nurturing’],1,0,0,0,0,0
SH01655,[‘Nurturing’],1,0,0,0,0,0
SH01656,[‘Nurturing’],1,0,0,0,0,0
SH01657,[‘Nurturing’],1,0,0,0,0,0
SH01658,[‘Nurturing’],1,0,0,0,0,0
SH01659,[‘Nurturing’],1,0,0,0,0,0
SH01660,[‘Nurturing’],1,0,0,0,0,0
SH01661,[‘Nurturing’],1,0,0,0,0,0
SH01662,[‘Nurturing’],1,0,0,0,0,0
SH01663,[‘Nurturing’],1,0,0,0,0,0
SH01664,[‘Nurturing’],1,0,0,0,0,0
SH01665,[‘Nurturing’],1,0,0,0,0,0
SH01666,[‘Nurturing’],1,0,0,0,0,0
SH01667,[‘Nurturing’],1,0,0,0,0,0
SH01668,[‘Nurturing’],1,0,0,0,0,0
SH01669,[‘Nurturing’],1,0,0,0,0,0
SH01670,[‘Nurturing’],1,0,0,0,0,0
SH01671,[‘Nurturing’],1,0,0,0,0,0
SH01672,[‘Nurturing’],1,0,0,0,0,0
SH01673,[‘Nurturing’],1,0,0,0,0,0
SH01674,[‘Nurturing’],1,0,0,0,0,0
SH01675,[‘Nurturing’],1,0,0,0,0,0
SH01676,[‘Nurturing’],1,0,0,0,0,0
SH01677,[‘Nurturing’],1,0,0,0,0,0
SH01678,[‘Nurturing’],1,0,0,0,0,0
SH01679,[‘Nurturing’],1,0,0,0,0,0
SH01680,[‘Nurturing’],1,0,0,0,0,0
SH01681,[‘Nurturing’],1,0,0,0,0,0
SH01682,[‘Nurturing’],1,0,0,0,0,0
SH01683,[‘Nurturing’],1,0,0,0,0,0
SH01684,[‘Nurturing’],1,0,0,0,0,0
SH01685,[‘Nurturing’],1,0,0,0,0,0
SH01686,[‘Nurturing’],1,0,0,0,0,0
SH01687,[‘Nurturing’],1,0,0,0,0,0
SH01688,[‘Nurturing’],1,0,0,0,0,0
SH01689,[‘Nurturing’],1,0,0,0,0,0
SH01690,[‘Nurturing’],1,0,0,0,0,0
SH01691,[‘Nurturing’],1,0,0,0,0,0
SH01692,[‘Nurturing’],1,0,0,0,0,0
SH01693,[‘Nurturing’],1,0,0,0,0,0
SH01694,[‘Nurturing’],1,0,0,0,0,0
SH01695,[‘Nurturing’],1,0,0,0,0,0
SH01696,[‘Nurturing’],1,0,0,0,0,0
SH01697,[‘Nurturing’],1,0,0,0,0,0
SH01698,[‘Nurturing’],1,0,0,0,0,0
SH01699,[‘Nurturing’],1,0,0,0,0,0
SH01700,[‘Nurturing’],1,0,0,0,0,0
SH01701,[‘Nurturing’],1,0,0,0,0,0
SH01702,[‘Nurturing’],1,0,0,0,0,0
SH01703,[‘Nurturing’],1,0,0,0,0,0
SH01704,[‘Nurturing’],1,0,0,0,0,0
SH01705,[‘Nurturing’],1,0,0,0,0,0
SH01706,[‘Nurturing’],1,0,0,0,0,0
SH01707,[‘Nurturing’],1,0,0,0,0,0
SH01708,[‘Nurturing’],1,0,0,0,0,0
SH01709,[‘Nurturing’],1,0,0,0,0,0
SH01710,[‘Nurturing’],1,0,0,0,0,0
SH01711,[‘Nurturing’],1,0,0,0,0,0
SH01712,[‘Nurturing’],1,0,0,0,0,0
SH01713,[‘Nurturing’],1,0,0,0,0,0
SH01714,[‘Nurturing’],1,0,0,0,0,0
SH01715,[‘Nurturing’],1,0,0,0,0,0
SH01716,[‘Nurturing’],1,0,0,0,0,0
SH01717,[‘Nurturing’],1,0,0,0,0,0
SH01718,[‘Nurturing’],1,0,0,0,0,0
SH01719,[‘Nurturing’],1,0,0,0,0,0
SH01720,[‘Nurturing’],1,0,0,0,0,0
SH01721,[‘Nurturing’],1,0,0,0,0,0
SH01722,[‘Nurturing’],1,0,0,0,0,0
SH01723,[‘Nurturing’],1,0,0,0,0,0
SH01724,[‘Nurturing’],1,0,0,0,0,0
SH01725,[‘Nurturing’],1,0,0,0,0,0
SH01726,[‘Nurturing’],1,0,0,0,0,0
SH01727,[‘Nurturing’],1,0,0,0,0,0
SH01728,[‘Nurturing’],1,0,0,0,0,0
SH01729,[‘Nurturing’],1,0,0,0,0,0
SH01730,[‘Nurturing’],1,0,0,0,0,0
SH01731,[‘Nurturing’],1,0,0,0,0,0
SH01732,[‘Nurturing’],1,0,0,0,0,0
SH01733,[‘Nurturing’],1,0,0,0,0,0
SH01734,[‘Nurturing’],1,0,0,0,0,0
SH01735,[‘Nurturing’],1,0,0,0,0,0
SH01736,[‘Nurturing’],1,0,0,0,0,0
SH01737,[‘Nurturing’],1,0,0,0,0,0
SH01738,[‘Nurturing’],1,0,0,0,0,0
SH01739,[‘Nurturing’],1,0,0,0,0,0
SH01740,[‘Nurturing’],1,0,0,0,0,0
SH01741,[‘Nurturing’],1,0,0,0,0,0
SH01742,[‘Nurturing’],1,0,0,0,0,0
SH01743,[‘Nurturing’],1,0,0,0,0,0
SH01744,[‘Nurturing’],1,0,0,0,0,0
SH01745,[‘Nurturing’],1,0,0,0,0,0
SH01746,[‘Nurturing’],1,0,0,0,0,0
SH01747,[‘Nurturing’],1,0,0,0,0,0
SH01748,[‘Nurturing’],1,0,0,0,0,0
SH01749,[‘Nurturing’],1,0,0,0,0,0
SH01750,[‘Nurturing’],1,0,0,0,0,0
SH01751,[‘Nurturing’],1,0,0,0,0,0
SH01752,[‘Nurturing’],1,0,0,0,0,0
SH01753,[‘Nurturing’],1,0,0,0,0,0
SH01754,[‘Nurturing’],1,0,0,0,0,0
SH01755,[‘Nurturing’],1,0,0,0,0,0
SH01756,[‘Nurturing’],1,0,0,0,0,0
SH01757,[‘Nurturing’],1,0,0,0,0,0
SH01758,[‘Nurturing’],1,0,0,0,0,0
SH01759,[‘Nurturing’],1,0,0,0,0,0
SH01760,[‘Nurturing’],1,0,0,0,0,0
SH01761,[‘Nurturing’],1,0,0,0,0,0
SH01762,[‘Nurturing’],1,0,0,0,0,0
SH01763,[‘Nurturing’],1,0,0,0,0,0
SH01764,[‘Nurturing’],1,0,0,0,0,0
SH01765,[‘Nurturing’],1,0,0,0,0,0
SH01766,[‘Nurturing’],1,0,0,0,0,0
SH01767,[‘Nurturing’],1,0,0,0,0,0
SH01768,[‘Nurturing’],1,0,0,0,0,0
SH01769,[‘Nurturing’],1,0,0,0,0,0
SH01770,[‘Nurturing’],1,0,0,0,0,0
SH01771,[‘Nurturing’],1,0,0,0,0,0
SH01772,[‘Nurturing’],1,0,0,0,0,0
SH01773,[‘Nurturing’],1,0,0,0,0,0
SH01774,[‘Nurturing’],1,0,0,0,0,0
SH01775,[‘Nurturing’],1,0,0,0,0,0
SH01776,[‘Nurturing’],1,0,0,0,0,0
SH01777,[‘Nurturing’],1,0,0,0,0,0
SH01778,[‘Nurturing’],1,0,0,0,0,0
SH01779,[‘Nurturing’],1,0,0,0,0,0
SH01780,[‘Nurturing’],1,0,0,0,0,0
SH01781,[‘Nurturing’],1,0,0,0,0,0
SH01782,[‘Nurturing’],1,0,0,0,0,0
SH01783,[‘Nurturing’],1,0,0,0,0,0
SH01784,[‘Nurturing’],1,0,0,0,0,0
SH01785,[‘Nurturing’],1,0,0,0,0,0
SH01786,[‘Nurturing’],1,0,0,0,0,0
SH01787,[‘Nurturing’],1,0,0,0,0,0
SH01788,[‘Nurturing’],1,0,0,0,0,0
SH01789,[‘Nurturing’],1,0,0,0,0,0
SH01790,[‘Nurturing’],1,0,0,0,0,0
SH01791,[‘Nurturing’],1,0,0,0,0,0
SH01792,[‘Nurturing’],1,0,0,0,0,0
SH01793,[‘Nurturing’],1,0,0,0,0,0
SH01794,[‘Nurturing’],1,0,0,0,0,0
SH01795,[‘Nurturing’],1,0,0,0,0,0
SH01796,[‘Nurturing’],1,0,0,0,0,0
SH01797,[‘Nurturing’],1,0,0,0,0,0
SH01798,[‘Nurturing’],1,0,0,0,0,0
SH01799,[‘Nurturing’],1,0,0,0,0,0
SH01800,[‘Nurturing’],1,0,0,0,0,0
SH01801,[‘Nurturing’],1,0,0,0,0,0
SH01802,[‘Nurturing’],1,0,0,0,0,0
SH01803,[‘Nurturing’],1,0,0,0,0,0
SH01804,[‘Nurturing’],1,0,0,0,0,0
SH01805,[‘Nurturing’],1,0,0,0,0,0
SH01806,[‘Nurturing’],1,0,0,0,0,0
SH01807,[‘Nurturing’],1,0,0,0,0,0
SH01808,[‘Nurturing’],1,0,0,0,0,0
SH01809,[‘Nurturing’],1,0,0,0,0,0
SH01810,[‘Nurturing’],1,0,0,0,0,0
SH01811,[‘Nurturing’],1,0,0,0,0,0
SH01812,[‘Nurturing’],1,0,0,0,0,0
SH01813,[‘Nurturing’],1,0,0,0,0,0
